576081 ludyace 11306 7199.00
529216 ncxeyir 11156 1292.00
182771 ltmejog 32053 30404.00
119509 jgcdkou 32417 31250.00
828900 bqsaxpa 9637 3323.00
719370 oloaoef 17461 19251.00
905887 xyodtyh 11616 869.00
435009 xwuguod 25660 15152.00
292506 eftfvhj 26046 2004.00
912815 opcmslq 14179 17993.00
891985 ejoqnus 9895 23676.00
773558 enyimfr 14387 10529.00
326211 ptyvrrb 436 18851.00
102873 nddvmqj 5684 30775.00
85531 ruqnvnx 857 4575.00
81249 xmkxovo 748 5038.00
208966 wlamvcu 6753 9500.00
947267 wcnolmq 4075 25265.00
286127 dhdusqo 16449 28932.00
855545 klgpcfj 28243 23237.00
994881 ayttffu 4367 24963.00
825001 thmnvwm 9079 15033.00
388318 cxguxtk 14365 31348.00
975301 spucnak 9086 24094.00
120525 mhdnaxa 32396 31681.00
625441 qmvpwhs 2620 30053.00
474016 cxeyypf 29522 19324.00
129209 siqeuoq 11154 4125.00
562039 sanrcym 8321 32183.00
574779 vkdfetk 16406 4579.00
36179 dbtovqh 8157 20518.00
26945 xuccrms 22496 12283.00
453921 puacehn 12543 24530.00
472209 xttdasl 19611 17594.00
344923 fyndxay 17805 20840.00
118408 yponobd 30036 28449.00
14449 nsupawc 23643 10464.00
259359 bvbbsdk 12705 26706.00
446701 enujjpm 2671 13210.00
326809 qkgxecb 20240 1492.00
868836 gmvjmpb 18748 16418.00
352901 xxogaua 8961 22199.00
793181 dwtdobk 7050 31021.00
241789 quvpyhx 17492 31511.00
947425 odquqek 26354 9634.00
775741 duybylf 27546 4250.00
518066 moafsyy 3533 23963.00
217448 eoqxnap 30113 9165.00
24231 gmhqvcf 30217 1222.00
193056 mqtqncf 9112 21913.00
650975 rftccit 19270 7322.00
228565 exekcwo 19742 7455.00
588921 pvdahra 32542 21798.00
617155 wemlwrk 7158 4544.00
424295 xgvexfm 24725 14741.00
760601 btenecb 26170 17949.00
762113 dsylwld 11250 32155.00
26351 chlijwn 9025 17487.00
788421 ekwtcrc 16031 23388.00
84329 nodlhkp 6291 31912.00
749345 pxptseq 14013 11672.00
527126 lgwmvcs 1951 17341.00
393445 gfhegkb 17543 4123.00
882396 ftrykwp 10775 8591.00
172117 ofmlclt 25541 24766.00
169571 ejdfwqt 31249 766.00
269854 spuwffj 9690 3465.00
56377 nbinbax 27752 10232.00
989051 mrnfuie 14638 16554.00
825321 fkafhpr 14069 15362.00
749851 yqgilbg 265 16737.00
720255 pkpronj 18821 13314.00
637356 yfllssb 26900 22802.00
996116 kroioiu 6095 9086.00
355937 ncymgln 14877 17942.00
961031 jiisnec 936 3240.00
198486 wywxxvi 8663 21008.00
615321 oucjici 29256 2542.00
77921 hfgiort 28070 4035.00
892065 vfdnyuy 11370 25833.00
892895 ynrsqph 14518 9405.00
557476 buyeitw 26743 3547.00
859229 pdnhujh 4084 25952.00
85761 uuyfpsd 5933 16421.00
218669 jcsmftv 25248 32258.00
497992 aoqndym 3680 17241.00
273888 mmcrhac 3210 31292.00
178389 xmupqqw 19131 30155.00
389126 eqyyjve 28486 17323.00
416380 buurfra 2234 29909.00
535885 bkbsuro 31184 15271.00
982649 plnvnqy 13867 6193.00
561685 rdhxinc 14965 28605.00
91634 leduomo 2294 24845.00
762050 uxqbxfu 13576 9967.00
724041 furcrte 11525 17091.00
812129 opfsjdh 18339 13834.00
611096 paicxau 19068 6752.00
569361 dfgicmv 31363 15247.00
699897 wtbgvxi 28326 4960.00
620609 hgopcur 15304 10242.00
144653 gcdsjcj 30008 27464.00
731273 abenyom 19989 23970.00
94285 hsioqgu 15589 21249.00
253577 lqronjg 10607 19148.00
361559 acdvqbm 2389 25637.00
703681 vaafmvj 18374 15518.00
31913 ckxifus 17910 4508.00
587103 leqysep 25356 21398.00
965308 yfhgvfb 14408 30268.00
678913 hqpsoci 6346 4670.00
874113 qeunsvf 25999 14664.00
173651 kxvkpwm 18320 32297.00
661363 gdstpfv 20241 16383.00
212576 gyetixs 23732 19904.00
810161 kbtesgy 330 23713.00
882383 twxntut 15675 12736.00
776707 twhglcj 5565 28303.00
498374 laeihvh 2790 32593.00
301249 lildguy 1099 17518.00
4351 maxbrhc 20145 26650.00
940623 ekpcxeh 18480 22655.00
811775 tkojnnx 7244 6086.00
703377 mfsvbxe 15906 129.00
115758 kchnisr 7761 2766.00
638046 eikllol 3105 13787.00
855105 hccruab 14666 20620.00
719611 ybnxnlb 10482 32735.00
68548 kanpuqo 9154 15071.00
936230 qjqawtv 2150 6504.00
271371 bmsvsbm 1010 20450.00
81616 itaieeb 23251 29729.00
1777 ibktesg 26574 13968.00
407809 rmyqoop 370 3886.00
549457 gekgvqn 21115 23877.00
187690 oxogmhk 9846 1050.00
531901 mivaxnh 12916 20857.00
553421 twdiexg 7964 1076.00
55953 xbshbys 28142 14892.00
10611 opwallh 12040 4538.00
710274 asyhujn 24376 13019.00
698030 hafnhdc 16290 23435.00
599139 hffowmm 10531 29430.00
674761 eejqqvn 29528 5938.00
992833 prkjkxe 19390 20017.00
339976 gchjlvu 31725 21645.00
359231 pddondl 25580 15393.00
586041 bffvcuv 5179 24409.00
485782 liecakm 5271 18951.00
661246 uamsfnp 16662 9831.00
151625 chfucld 20112 12220.00
30233 xdjxhty 23088 7503.00
254449 qkflnuj 5211 18703.00
88593 lhhnwvc 9002 29909.00
948934 sktgnxe 379 32543.00
219401 kfbxmwm 15936 10080.00
289305 kigaysp 22776 18802.00
826249 fqkibik 19754 557.00
355625 tlwvtrg 15667 27865.00
202178 meflchn 31272 22827.00
802421 nmjekbh 841 3684.00
131336 fkwuhbp 12886 17055.00
906933 eddrpic 26254 8938.00
265127 kfonamx 25530 24835.00
248156 jivrelv 17643 18427.00
776927 xucddly 25771 13499.00
789936 fvkbuym 4899 14643.00
296117 dhbelms 6017 31893.00
544733 dhfilnp 28748 27969.00
2371 bmgahfv 13483 9011.00
85139 nquhgws 14846 42.00
79941 hcfifph 13988 26827.00
51501 wvopqfu 20228 31880.00
610876 ftjupkh 32348 13283.00
133398 giihmcf 23704 25554.00
902341 jwsuspr 15372 2289.00
633265 dfhdlrb 12905 5629.00
84791 hnhmfiv 18323 26638.00
340004 fwgjerr 15366 31467.00
402761 jgysrnc 11465 2327.00
717055 fuxwfgw 29277 9344.00
398605 edioymd 4978 29163.00
72137 ocmowbp 28272 5733.00
302677 nmobgci 10162 32694.00
864715 oostbsy 20075 2227.00
879463 cscyldk 3888 864.00
864897 ahcablf 26821 25883.00
563711 seeqkqa 6220 21142.00
707756 poedlyb 25875 31313.00
435266 kbypbfl 31768 31245.00
81409 qmqmxmn 20653 32702.00
34917 susiyen 4334 25326.00
564682 eijteyb 13665 5058.00
946192 amcbnsh 31445 3212.00
258081 yklsuwm 10943 28943.00
238361 ejsvtqx 4130 17614.00
759155 lyqpivf 24261 15340.00
976521 shqcmjn 7148 23799.00
480319 vxxjbdp 14581 3666.00
645226 vmtqtld 13645 1466.00
427361 pyymihd 4894 25163.00
950103 ndgpbdr 22922 5291.00
195887 svpyvgj 7516 13311.00
413153 xtdgugg 10387 18071.00
206636 ppfenno 28440 16708.00
831875 jmwxwah 24192 27980.00
29569 yaibjny 5392 15034.00
919681 bpjqvkg 14837 11468.00
242252 xlrlphc 11448 6838.00
500815 goimcqw 16012 19210.00
557038 bixcaao 24424 14469.00
812447 txqhjyv 31676 28321.00
904641 awfnbky 25653 8915.00
587961 sjippcf 986 19490.00
248801 nlepkrd 9582 25141.00
33625 elhlsjj 23579 32490.00
324410 ybrkocm 20234 3374.00
872676 xjqftso 13770 29095.00
186609 bacvtca 30098 8482.00
436983 yhlvtbj 528 7146.00
199261 vuaprrq 16713 28692.00
283201 qucfbic 15604 17794.00
440541 onpsiro 10143 12579.00
479728 soxlnfl 29067 17778.00
766273 yjhtaqg 19762 29216.00
995772 ccylrov 18538 8632.00
717065 drftjud 15597 23226.00
551883 jpujcds 15058 24137.00
709201 cdjkatm 17668 30218.00
509606 kbfasfr 6204 31979.00
842001 yccjkqy 4313 7563.00
441185 rqrejra 14628 31952.00
830433 laaydpv 3859 14528.00
712913 kbyrqhs 20802 24612.00
295899 yfefxkn 28018 24339.00
789552 muuhvtn 9372 12006.00
8461 buhhoyp 27 5560.00
646651 ncutdlf 15893 27087.00
150901 unixigm 22645 29078.00
330522 vfwcqlu 31577 13578.00
398929 fenuoif 12244 25988.00
672976 dwjahji 8543 519.00
811560 ftysbbr 11388 1881.00
917437 kimveus 1500 30911.00
800517 llgjsmo 31686 10919.00
763121 gydaqcu 32085 9236.00
80762 pgljbse 21106 26130.00
324421 sspumlf 31409 16949.00
334142 lfmnsuq 11359 167.00
185775 nyetrgt 29825 24882.00
314321 mlgikov 12106 28317.00
752257 krllxwt 1362 28965.00
146113 emuieje 28739 355.00
568081 igyddpu 10181 148.00
821491 wybkcfl 6640 19696.00
232301 fqxdohd 13384 15613.00
172993 hubcvqj 8675 5287.00
495745 ukwmiql 13725 24745.00
745221 rusratm 28032 25681.00
463177 ucfegro 4755 16445.00
379245 kguphoo 2897 24062.00
439581 luuayru 16036 32158.00
820757 qltrcrq 2999 19399.00
549861 lfbeeyx 28748 21281.00
191397 ssbhpla 7251 15559.00
611913 xwqnybr 4954 16676.00
403883 ntiroda 25511 28366.00
519361 debcvvi 7817 31104.00
885555 dyobyaw 18102 4747.00
152041 lrfbtus 28452 32627.00
228233 oawwjmc 20654 9806.00
989013 bhprblm 8833 26612.00
454321 dlvkleq 29924 17294.00
412209 edhykcl 25748 17807.00
56856 yowyimv 26024 24014.00
293985 oixvqao 9201 25659.00
258473 tinhvpw 20153 9636.00
366141 mnsennp 24299 23754.00
299497 afwbvvt 30820 6373.00
804807 iawcirq 6846 1245.00
295023 htuvgmu 16531 20806.00
537801 xautfcn 23772 10122.00
469609 pkbgdsw 341 27890.00
646489 fsqtlor 32731 5135.00
263728 nquqopq 30888 2277.00
526400 oojinji 18579 15180.00
61047 dbaonix 9098 17165.00
927397 wbrsleb 1389 6616.00
799713 lmrbuga 20125 10878.00
584415 vhteoqy 4342 23529.00
256641 wyifpwx 28896 30270.00
770414 lekaufj 6701 20850.00
412356 kfdamvx 18772 24431.00
899760 obvkuxq 26667 15384.00
383113 riidnfk 15991 8684.00
800487 atmrfcj 15374 3571.00
529109 jubmonj 14085 32393.00
74686 nkerdye 19290 10037.00
568107 iibtdex 7522 13464.00
315575 vircrha 24097 21037.00
899098 mjfrbnk 2960 21606.00
965397 setvvob 14260 30785.00
750746 qvefvoi 19363 6859.00
547797 vhdflfh 26037 8146.00
851155 vbvrdwn 30993 17917.00
955814 qprbfpy 12468 553.00
279968 yoveblp 12630 5708.00
849091 lldgpsu 706 16860.00
598512 fkeuvok 30389 371.00
44629 ihehplb 31652 19787.00
303165 lemintp 15916 5527.00
35386 pstwggx 26504 5675.00
626248 vrefwog 10701 12597.00
289901 gqkglkj 13412 20022.00
529841 clcbtdw 15131 8075.00
332595 uvyxycs 9075 6768.00
886593 lkeddrh 25889 25923.00
835678 tvthylw 8039 31153.00
769103 glugpcp 25684 10083.00
333807 kbengow 9538 16459.00
414641 sqykmsg 12935 9935.00
325241 kfwethk 23806 23040.00
704111 tjalnyk 24438 23783.00
867625 voiqgfq 10344 19632.00
324343 efkiili 6836 27142.00
202917 wkikiic 25049 2402.00
544005 mitxrqu 25089 19683.00
356321 iccfdms 4530 18063.00
556914 fbwashf 8017 21038.00
77987 eproqjx 22730 13790.00
69226 imgwuvi 7181 26073.00
987221 nycdetl 32555 14516.00
871253 rbhqjmk 6994 31729.00
547687 gdkltll 20941 4671.00
819191 kshvbhd 15164 13555.00
735245 ydaeysl 3901 19180.00
706229 cgeucvu 32131 16888.00
687634 gpyqqtf 25158 22622.00
293501 ukxpopv 6637 28475.00
211666 deprudw 8984 30313.00
710872 wlfjwrv 4451 12220.00
78405 xjfuadd 6793 16543.00
879041 rjkpphx 28338 6926.00
806085 eishatb 8280 22887.00
948857 wsckixl 18998 5785.00
906911 uvrucdk 29855 4798.00
179451 klcdbad 4101 28110.00
865563 hhneykf 30177 28176.00
638884 xbowbks 17494 31013.00
643706 wqdvyug 8264 13260.00
710873 ihycqrp 8246 12760.00
48426 pmseuxa 26638 10397.00
564033 xnyivky 28874 16575.00
9603 efstumq 20540 21876.00
